claim,query,title,authors,venue,date,cited_by,doi,eid,type,abstract
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))","Position: Quo Vadis, Unsupervised Time Series Anomaly Detection?",Sarfraz M.S.,Proceedings of Machine Learning Research,2024-01-01,8,,2-s2.0-85203795402,Conference Paper,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",Learning Triple-View Representation Discrepancy for Multivariate Time Series Anomaly Detection with Multi-Scale Patching,Liu W.,Proceedings of the International Conference on Parallel and Distributed Systems ICPADS,2024-01-01,0,10.1109/ICPADS63350.2024.00079,2-s2.0-85212484873,Conference Paper,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",Current Time Series Anomaly Detection Benchmarks are Flawed and are Creating the Illusion of Progress,Wu R.,IEEE Transactions on Knowledge and Data Engineering,2023-03-01,201,10.1109/TKDE.2021.3112126,2-s2.0-85115186826,Article,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",TimeSeAD: Benchmarking Deep Multivariate Time-Series Anomaly Detection,Wagner D.,Transactions on Machine Learning Research,2023-01-01,54,,2-s2.0-86000116230,Article,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))","Look ma, no ground truth! On building supervised anomaly detection from OPS-SAT telemetry",Nalepa J.,Proceedings of the International Astronautical Congress Iac,2023-01-01,2,,2-s2.0-85187984192,Conference Paper,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",Deep anomaly detection for industrial systems: A case study,Xue F.,Proceedings of the Annual Conference of the Prognostics and Health Management Society Phm,2020-11-03,6,10.36001/phmconf.2020.v12i1.1186,2-s2.0-85102955724,Conference Paper,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",Range Based Confusion Matrix for Imbalanced Time Series Classification,Zhou X.,Proceedings 2020 6th Conference on Data Science and Machine Learning Applications Cdma 2020,2020-03-01,15,10.1109/CDMA47397.2020.00006,2-s2.0-85083482854,Conference Paper,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",IA-AD: a contrastive framework with Inception-Attention for time series anomaly detection,Lin L.,Journal of Supercomputing,2026-08-01,0,10.1007/s11227-026-08790-1,2-s2.0-105047324445,Article,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",Component-Level Contributions of Retrieval-Augmented LLM Post-Processing in Streaming Anomaly Detection: A Matched-Operating-Point Case Audit,Baek C.,Sensors,2026-08-01,0,10.3390/s26165246,2-s2.0-105048666879,Article,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",SC-GAT: A Stabilized Causal Graph Attention Network for Detecting Attacks in Water Treatment Plant,Ruckcharti U.,Kst 2026 18th International Conference on Knowledge and Smart Technology,2026-01-01,0,10.1109/KST67832.2026.11432395,2-s2.0-105036880114,Conference Paper,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",GRD: Anomaly Detection Algorithm for Multivariate Time Series Data Based on GNN and Diffusion Model,Di Q.,Jisuanji Gongcheng Computer Engineering,2025-11-15,1,10.19678/j.issn.1000-3428.0069780,2-s2.0-105029383214,Review,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",MSHTrans: Multi-Scale Hypergraph Transformer with Time-Series Decomposition for Temporal Anomaly Detection,Chen Z.,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2025-08-03,14,10.1145/3711896.3737057,2-s2.0-105014587880,Conference Paper,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",Res2coder: A two-stage residual autoencoder for unsupervised time series anomaly detection,Wang H.,Applied Intelligence,2025-07-01,2,10.1007/s10489-025-06684-y,2-s2.0-105008727636,Article,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",Towards Unbiased Evaluation of Time-series Anomaly Detector,Bhattacharya D.,ICASSP IEEE International Conference on Acoustics Speech and Signal Processing Proceedings,2025-01-01,1,10.1109/ICASSP49660.2025.10890568,2-s2.0-105009584892,Conference Paper,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",Transformer-based multivariate time series anomaly detection using inter-variable attention mechanism,Kang H.,Knowledge Based Systems,2024-04-22,163,10.1016/j.knosys.2024.111507,2-s2.0-85186655043,Article,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",Unraveling the 'Anomaly' in Time Series Anomaly Detection: A Self-supervised Tri-domain Solution,Sun Y.,Proceedings International Conference on Data Engineering,2024-01-01,22,10.1109/ICDE60146.2024.00080,2-s2.0-85200459174,Conference Paper,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",Smoothing Point Adjustment-Based Evaluation of Time Series Anomaly Detection,Liu M.,ICASSP IEEE International Conference on Acoustics Speech and Signal Processing Proceedings,2023-01-01,1,10.1109/ICASSP49357.2023.10095163,2-s2.0-85177551282,Conference Paper,
D2_tsad_point_adjust,"TITLE-ABS-KEY(""point adjustment"" AND ""anomaly detection"")",Towards a Rigorous Evaluation of Time-Series Anomaly Detection,Kim S.,Proceedings of the 36th Aaai Conference on Artificial Intelligence Aaai 2022,2022-06-30,241,10.1609/aaai.v36i7.20680,2-s2.0-85137910799,Conference Paper,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Graph-Structure-Aware Transformer for Rolling Bearing Fault Diagnosis: Joint Modeling of Local Topology and Long-Range Cross-Band Dependencies,Li L.,Lecture Notes in Computer Science,2027-01-01,0,10.1007/978-981-92-3438-7_8,2-s2.0-105046199820,Conference Paper,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Residual anamorphosis and temporal cokriging for calibrated confidence intervals in the early fault detection of hydroelectric turbines,Tapsoba D.,Reliability Engineering and System Safety,2027-01-01,0,10.1016/j.ress.2026.113267,2-s2.0-105048455012,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))","Estimation of the load-carrying capacity of double-reinforced adhesive joints: Experimental data, FEA, and data-driven hybrid modeling approach",Kurker F.,International Journal of Adhesion and Adhesives,2027-01-01,0,10.1016/j.ijadhadh.2026.104466,2-s2.0-105049059987,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Structure-activity relationships and antibacterial membrane disruption of monoterpenoid ketones and lactones,Xie T.,Food Microbiology,2027-01-01,0,10.1016/j.fm.2026.105244,2-s2.0-105044618298,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Novel physics-informed spatiotemporal gated long short-term memory fault prediction for permanent magnet synchronous motor compressors in cold chain logistics,Lin C.Y.,Expert Systems with Applications,2026-12-15,0,10.1016/j.eswa.2026.133208,2-s2.0-105041953493,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",A machine learning-based classification method for SynRM faults,Rajini V.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-42396-0,2-s2.0-105037612889,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Acoustic-based fault diagnosis of electric motors using Mel spectrograms and convolutional neural networks,Uzel H.,Scientific Reports,2026-12-01,17,10.1038/s41598-025-33269-z,2-s2.0-105028661846,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Robust PV fault diagnosis under data constraints using a hybrid vision transformer with cross-attention fusion and uncertainty-aware explainability,Alqahtani M.H.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-66049-4,2-s2.0-105047651666,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))","A robust multi-class bearing fault diagnosis framework using envelope analysis, cepstrum prewhitening and machine learning",Mishra R.,Journal of Engineering and Applied Science,2026-12-01,0,10.1186/s44147-026-01189-y,2-s2.0-105048976309,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Relational spectral descriptors for multi-sensor vibration-based motor fault diagnosis,Nguyen H.H.,Results in Engineering,2026-12-01,0,10.1016/j.rineng.2026.112336,2-s2.0-105046574880,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",CDAF: a co-evolutionary decoupled attention framework for explainable weak thermal fault diagnosis of marine diesel engines,Xie Z.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-46425-w,2-s2.0-105040840765,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Advances in silicon carbide pressure sensors for high-temperature extreme environment sensing,Wu C.,Microsystems and Nanoengineering,2026-12-01,2,10.1038/s41378-026-01214-3,2-s2.0-105040794801,Review,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Multi-level fuzzy comprehensive evaluation of the bearing deformation process and stability of the water-isolated coal pillar under mining,Wang B.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-53434-2,2-s2.0-105044982412,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Battery pack electrolyte leakage fault diagnosis through multi-feature fusion monitoring method under cloud-based realistic data with limited samples,Cao R.,Journal of Energy Storage,2026-11-30,0,10.1016/j.est.2026.123882,2-s2.0-105045983470,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Dual-point optical-fiber sensing method for integrated rod counting and predictive health monitoring in pneumatic conveying systems,Guo Y.,Measurement Journal of the International Measurement Confederation,2026-11-15,0,10.1016/j.measurement.2026.123031,2-s2.0-105048829911,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Physics-based and machine learning–integrated analysis of adjustable multi-pad journal bearings under load-between-pad configuration,Hariharan G.,Applied Soft Computing,2026-11-01,0,10.1016/j.asoc.2026.116265,2-s2.0-105047956743,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Quantitative evaluation of local wear in steel wire ropes through micro-source magnetic charge modeling and topological magnetic flux leakage analysis,Feng H.,Wear,2026-11-01,0,10.1016/j.wear.2026.207004,2-s2.0-105048461190,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))","Gate-Oxide Degradation in SiC MOSFETs: Common-Mode Noise as a Precursor, Theoretical Basis, and Experimental Validation",Jazayeri M.,IEEE Transactions on Power Electronics,2026-11-01,0,10.1109/TPEL.2026.3709666,2-s2.0-105043853345,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Deep learning-based tool wear classification under MQL in Ti-6Al-4V turning using full-field thermal imaging,Tan Saatci̇ B.,Wear,2026-10-15,0,10.1016/j.wear.2026.206932,2-s2.0-105046333474,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Instantaneous modulation signal bispectrum for frequency modulation evaluation in bearing fault diagnosis,Guo J.,Measurement Journal of the International Measurement Confederation,2026-10-01,0,10.1016/j.measurement.2026.122449,2-s2.0-105043995885,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Physics-semantics guided causal disentanglement for domain generalization in rotating machinery fault diagnosis,Lian P.,Advanced Engineering Informatics,2026-10-01,0,10.1016/j.aei.2026.104828,2-s2.0-105039689972,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Failure mechanisms and predictive design of surface tension seals under dynamic loading: From interface instability to parameter hierarchy,Liu Q.,Engineering Failure Analysis,2026-10-01,0,10.1016/j.engfailanal.2026.111113,2-s2.0-105041953575,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Synergistic Tip Clearance Optimization for Fuel Cell Centrifugal Compressors: Integrating Blade Deformation and Rotordynamics,Sun Y.,Journal of Engineering for Gas Turbines and Power,2026-10-01,0,10.1115/1.4072322,2-s2.0-105046489429,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Interfacial Performance and Seepage Control Mechanism of Acrylic Resin Grouting Material in Shield Tunnels,Wang X.,Transportation Geotechnics,2026-10-01,0,10.1016/j.trgeo.2026.102326,2-s2.0-105048180065,Article,
E1_leakage_fd,"TITLE-ABS-KEY((""data leakage"" OR ""leakage"") AND (""fault diagnosis"" OR ""bearing"" OR ""condition monitoring"") AND (""evaluation"" OR ""benchmark"" OR ""validation""))",Experimental investigation and explainable machine learning for predicting the soaked CBR of lime–silica fume stabilized clay,Aminaee A.,Transportation Geotechnics,2026-10-01,0,10.1016/j.trgeo.2026.102364,2-s2.0-105049743248,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",On simple baselines for domain shift in condition monitoring: A case study in bearing fault identification,Panić B.,Reliability Engineering and System Safety,2027-01-01,0,10.1016/j.ress.2026.113041,2-s2.0-105042721979,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Empirical Investigation of 3D CT Foundation Models and Unsupervised Adaptation for Head and Neck Cancer Recurrence Prediction,Guetarni B.,Lecture Notes in Computer Science,2027-01-01,0,10.1007/978-3-032-35387-0_11,2-s2.0-105048887080,Conference Paper,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",A SYBR Green-Based Multiplex RT-qPCR Assay for the Simultaneous Screening of Prognostically Significant Translocations in Acute Lymphoblastic Leukemiafig,Yousefi A.M.,International Journal of Cancer Management,2026-12-31,0,10.5812/ijcm-168483,2-s2.0-105030195599,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Temporally rigorous and traceable predictive maintenance via joint labeler-model optimization,AL-Ali M.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-52210-6,2-s2.0-105045050781,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Clinical utility and reproducibility of standardized PET-CT criteria in multiple myeloma: real-world implementation and prognostic relevance,Bharadwaj P.,Egyptian Journal of Radiology and Nuclear Medicine,2026-12-01,0,10.1186/s43055-026-01711-5,2-s2.0-105033810741,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Evaluating deconvolution methods using real bulk RNA-expression data for robust prognostic insights across cancer types,Li M.,Genome Biology,2026-12-01,0,10.1186/s13059-026-03942-1,2-s2.0-105030107311,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Comparative prognostic performance of the REBECCA score and the Tabernero classification in refractory metastatic colorectal cancer treated with regorafenib: a multicenter real-world study,Martínez-Lago N.,BMC Cancer,2026-12-01,0,10.1186/s12885-026-15745-5,2-s2.0-105034413736,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Beyond diagnosis: evolving LI-RADS from a diagnostic tool to a prognostic biomarker in hepatocellular carcinoma,Lee J.M.,Holistic Integrative Oncology,2026-12-01,0,10.1007/s44178-026-00245-0,2-s2.0-105038746483,Note,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Reliability and reproducibility of the STAB classification compared with Neer and AO classifications for proximal humerus fracture-dislocations: a retrospective cohort study of 57 patients,Gao H.,BMC Surgery,2026-12-01,0,10.1186/s12893-026-03724-3,2-s2.0-105040384395,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Integrative multi-omics analysis identifies SMIM24 as a favorable prognostic biomarker in clear cell renal cell carcinoma,Li Z.,Functional and Integrative Genomics,2026-12-01,0,10.1007/s10142-026-02008-6,2-s2.0-105047155948,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Role and prognostic value of N6-methyladenosine RNA modification regulators in glycolytic reprogramming during sepsis,Liu X.,Journal of Intensive Care,2026-12-01,0,10.1186/s40560-026-00920-4,2-s2.0-105048815654,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Prognostic biomarker discovery in pancreatic cancer through hybrid ensemble feature selection and multi-omics data,Zobolas J.,Biodata Mining,2026-12-01,0,10.1186/s13040-026-00546-0,2-s2.0-105039616241,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))","Field strength dependence, physiologic correlates, and prognostic significance of ventricular blood pool T2 mapping on cardiovascular magnetic resonance imaging",Iarovich M.D.,Journal of Cardiovascular Magnetic Resonance,2026-12-01,0,10.1016/j.jocmr.2026.102760,2-s2.0-105042308498,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Prognostic value of a composite histologic score in glomerular diseases: a 10-year single center cohort study,Covic A.,BMC Nephrology,2026-12-01,0,10.1186/s12882-026-04752-0,2-s2.0-105029748973,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Innovations in biomarker stratification for precision oncology,Naeemaee R.,Clinical and Experimental Medicine,2026-12-01,0,10.1007/s10238-026-02150-2,2-s2.0-105042613620,Review,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))","Unlocking exosome potential: Comprehensive review on diagnostic, prognostic and therapeutic approaches in melanoma",Srivastava A.,Colloids and Surfaces B Biointerfaces,2026-12-01,0,10.1016/j.colsurfb.2026.116100,2-s2.0-105048068200,Review,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Single cell analysis reveals cancer associated fibroblast subtypes as prognostic markers and therapeutic targets in gastric cancer,Li D.,Discover Oncology,2026-12-01,2,10.1007/s12672-025-04314-0,2-s2.0-105028949515,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Explainable vision transformer framework for multi-class classification and prognostic interpretation of oral cancer in histopathology images,Mahanty C.,Discover Oncology,2026-12-01,2,10.1007/s12672-026-04871-y,2-s2.0-105039505431,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Midkine as a novel prognostic and therapeutic target in meningioma: insights from single-cell analysis and organoid-based drug validation,Li P.R.,Journal of Translational Medicine,2026-12-01,1,10.1186/s12967-026-08068-3,2-s2.0-105035883651,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Prognostic value of serum albumin and inflammatory markers for long-term all-cause mortality across the cardio–kidney–metabolic spectrum: a real-world cohort study,Nguyen D.K.,BMC Cardiovascular Disorders,2026-12-01,0,10.1186/s12872-026-05592-4,2-s2.0-105033377574,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Artificial intelligence-based tumor-stroma ratio quantification reveals prognostic value and stromal-driven immunosuppression in colorectal cancer: an international validation study,Ye H.,Journal of Translational Medicine,2026-12-01,2,10.1186/s12967-026-07681-6,2-s2.0-105030255023,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Circulating Biomarkers for Predicting Disease Progression in Idiopathic Pulmonary Fibrosis: Insights into Precision Medicine,Ruenwilai P.,Lung,2026-12-01,2,10.1007/s00408-026-00887-x,2-s2.0-105037296483,Review,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",A survival prediction model for leptomeningeal metastasis patients with non-small cell lung cancer based on deep learning,Jin K.,BMC Cancer,2026-12-01,3,10.1186/s12885-025-15503-z,2-s2.0-105029176901,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Serological signatures and pathological features for the management of CEA-negative colorectal cancer: development of combined diagnostic and prognostic nomograms,Fu Z.,World Journal of Surgical Oncology,2026-12-01,0,10.1186/s12957-026-04452-x,2-s2.0-105048313520,Article,
E2_reproducibility_cm,"TITLE-ABS-KEY((""reproducibility"" OR ""replicability"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance"" OR ""prognostics""))",Integrated network propagation identifies prognostic metabolic signatures in acute myeloid leukemia,Song J.K.,Journal of Translational Medicine,2026-12-01,1,10.1186/s12967-025-07524-w,2-s2.0-105029931135,Article,
E3_negative_results_ml,"TITLE-ABS-KEY((""negative results"" OR ""null results"" OR ""failure to replicate"") AND (""machine learning"" OR ""artificial intelligence"" OR ""data science""))",Automated detection of intravenous fluid contamination using longitudinal routine laboratory data: development and external validation of a multitask learning framework,Tortosa-Carreres J.,Clinica Chimica Acta,2027-02-15,0,10.1016/j.cca.2026.121242,2-s2.0-105045752086,Article,
E3_negative_results_ml,"TITLE-ABS-KEY((""negative results"" OR ""null results"" OR ""failure to replicate"") AND (""machine learning"" OR ""artificial intelligence"" OR ""data science""))",Radiomics and artificial intelligence for predicting pituitary neuroendocrine tumor consistency: a systematic review and meta-analysis,Ocampo-Navia M.I.,Neurosurgical Review,2026-12-01,2,10.1007/s10143-025-03947-7,2-s2.0-105024683781,Review,
